code,product_name,lang,image_path,image_language,reference_ingredients,declared_allergens,trace_allergens,evidence,negated_terms,annotator,annotation_date,notes,off_declared_allergens,off_trace_allergens
5053990101597,Sour Cream & Onion,ro,,,"Dehydrated potatoes, vegetable oils (Conflower, corn), rice flour, wheat starch, corn flour, sour cream & onion flavour, wheat starch, flavour enhancers (monosodium glutamate, disodium guanylate, disodium inosinate}, onion powder, maltodextrin, salt, dextrose, sunflower oil, sugar, sweet whey powder (milk), potato starch, modified maize starch, acids (citric acid, lactic acid, malic acid), sour cream powder (milk)*, natural and nature identical flavourings onion powder and sour cream yeast extract, glucose syrup, four), emulsifier (E471) colour (annatto). milk.","milk, wheat_gluten",,,,,,,"milk, wheat_gluten",
8420756010320,kéfir nature,fr,,,"حليب, حليب نصف منزوع الدسم, قشطة الحليب, تخمير الكفير, الخمائر اللبنية, فيتامين B6, فيتامين B12",milk,,,,,,,milk,
7613035866386,CONTREX eau minérale naturelle,fr,,,"Minéralisation caractéristiques (mg/L) : Calcium 479 / Magnésium 72,2 / Sodium 9,4 / Sulfate 1121 / Bicarbonate 372 / Résidu sec à 180°C 2078.",,,,,,,,,
5449000036872,Hawai Tropical,ar,,,"ماء غازي, سكر, مركز عصير البرتقال, محليات, مواد حافظة, مثبت, نكهات طبيعية",,tree_nut,,,,,,,tree_nut
3083680973939,Ratatouille Cuisinée à la Provençal,fr,,,"Dés d'aubergines préfrites 25% (aubergines 22%, huile de tournesol), dès de courgettes 25%, purée de tomates mi-réduite 21%, oignons en dès 13%, poivrons rouges en dès 8%, double concentré de tomate 3%, huile d'olive vierge extra 1,5%, sucre 1,3%, sel, ail, jus concentré de citron, farine de BLE, thym 0.1%.",wheat_gluten,,,,,,,wheat_gluten,
187251,CHOCOLATEY CATS COOKIES For People,en,,,"unbleached enriched flour ( wheat  flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, defatted cocoa powder (processed with alkali), invert syrup, palm oil, whole wheat flour, natural flavour, sodium bicarbonate, salt, vegetable mono and diglycerides, soy lecithin (an emulsifier), contain  wheat , soy, may contain traces of peanuts and tree nuts,","soy, wheat_gluten","peanut, tree_nut",,,,,,"soy, wheat_gluten","peanut, tree_nut"
8697435860235,,en,,,15 adet L boy yumurta,egg,,,,,,,egg,
3023291122005,Yaos Yaourt à la Grecque Nature,fr,,,"Lait entier (83,1%), crème (12,0%) (lait), poudre de lait écrémé, ferments lactiques. Fabriqué en France avec du lait français.",milk,,,,,,,milk,
7622300441937,Philadelphia Original,en,,,"whole milk, cream, milk protein preparation, concentrated whey permeate, salt, stabilizer (carob seed flour), acidifier (citric acid), pasteurized milk,",milk,,,,,,,milk,
744473474219,"Coconut milk non-dairy frozen dessert, coconut milk",en,,,"Non-dairy frozen dessert [organic coconut milk (water, organic coconut cream), organic dried cane syrup, inulin, natural vanilla flavor, guar gum, carob bean gum], chocolate coating (cane sugar, chocolate liquor, coconut oil, cocoa butter).",,,,,,,,,
6111242100305,jaouda Cremy,fr,,,"Lait frais, sucre, poudre de lait écrémé, texturant : amidon, crème, arôme, ferments lactiques sélectionnés, matière grasse 3%",milk,,,,,,,milk,
5060042641420,Chips sel de mer et poivre noir,fr,,,"Pomme de terre, huile de tournesol, farine de riz, sel de mer, épices (poivre noir concassé, poivre noir moulu), sucre, extrait de levure, arôme naturel.",,milk,,,,,,,milk
8410076481597,Tortilla Nachos Original,en,,,"whole corn kernels, high oleic sunflower oil, salt.",,"milk, sesame, soy",,,,,,,"milk, sesame, soy"
3480341000704,Carré Frais 0% Ail & Fines Herbes,fr,,,"_lait_ écrémé (origine: France), sel, ail, persil, ciboulette, poivre, arômes naturels, ferments lactiques,",milk,,,,,,,milk,
3466090030308,Tapenade noire facon des bergers Varois,fr,,,"Olives noires 80%, huile d'olive vierge extra, câpres, ail (sulfites), crème d'anchois (anchois sales Engraulis encrasicolus 85% (poisson), huile d'olive 14%, vinaigre de vin rouge, épices), jus de citron concentré, plantes aromatiques, poivre blanc.",fish,,,,,,,fish,
5449000267412,Coca-Cola goût original,fr,,,"eau gazéifiée, sucre, colorant (E150d), acidifiant (acide phosphorique), arômes naturels, caféine",,,,,,,,,
78742102047,Mild Cheddar,en,,,"Cheddar cheese (pasteurized milk, cheese culture, salt, enzymes, annatto colors). potato starch and powdered cellulose added to prevent caking. natamycin (a natural mold inhibitor).",milk,,,,,,,milk,
6111242102019,flan caram jao dan,fr,,,"في 460 على قصر Ingre La Bonne Recette Jaouda Flan au Coulis de Carame TRAVA 6 111242102019 te entier, amidon, sucre, nappage caramel, carrach يستهلك قبل DF=DLC-30 jours 85g",,tree_nut,,,,,,,tree_nut
5025125000112,Proper Sourdough,en,,,"Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Rye Flour, Salt, Fermented Wheat",wheat_gluten,,,,,,,wheat_gluten,
6111032002970,عصري بناشي,fr,,,"lait sans crème, sucre, poudre
Lait sans matière grasse, coagulants (amidons), crème
de fruits, beurre, lactosérum, graisses végétales de
coco), arômes, colorant naturel, extrait de paprika,
curcumine, acides lactiques pour yaourt, régulateur Acidité (acide citrique)",milk,,,,,,,milk,
6111246721940,le blanc nature 900g araai,fr,,,"Produit à partir de Lait de vache pasteurise, Proteinas nutritives de lait de vache, Matière grasse végétale de Soja, Epaississant, Sorbare de potassium Ingredients Produced from Pasteurized cow's milk, Nutritional cow's milk proteins, Soybean vegetable fat, Thickener, Potassium sorbate",milk,,,,,,,milk,
6111242109544,,en,,,"Lait frais entier, crème, sucre, texturant amidon, préparation (chocolat, avoine, beurre de cacao, miel de fleurs, noix de coco et crème de coco), poudre de lait écrémé, fibres naturelles inuline de chicorée, arômes naturels, sels minéraux, ferments lactiques sélectionnés. Contient du gluten, Matière grasse: 3.7%",wheat_gluten,,,,,,,wheat_gluten,
6111266962644,لذيذ,ar,,,حليب بدون دسم، دهون نباتية، أجبان، زبدة، أملاح مستحلبة، فوسفات ثلاثي الكالسيوم، متعدد الفوسفات، فوسفات الصوديوم، حمض السيتريك، مختر (كاراجينات، نشا معدل)، بروتينات الحليب، ملح، مادة حافضة : حمض السوريك، فيتامين A و D3,milk,,,,,,,milk,
5708636225266,Ginger beetroot shot,nl,,,"Bietensap 70%*, Gembersap 20%*, Wortelsap*, Appelsap (van (aus Konzentrat)*. concentraat)* en citroensap (van concentraat)*. *= biologisch.",,,,,,,,,
8076809529433,Whole Wheat Penne Rigate,en,,,"Fuldkorns _durumhvede_, Vand",wheat_gluten,soy,,,,,,wheat_gluten,soy
3161711000622,Caprice des Dieux,fr,,,"Lait de vache , crème , sel, ferments lactiques (lait).",milk,milk,,,,,,milk,milk
5411188122661,"Alpro Mandeldrink Weiß Ungesüßt, Ungeröstet 1 LT",de,,,"Wasser, MANDELN (2,3%), Calcium (Tricalciumphosphat), Meersalz, Stabilisatoren (Johannisbrotkernmehl, Gellan), Emulgator (Lecithine), natürliches Aroma, Vitamine (B2, B12, E, D2). Mandeln aus Italien und Spanien. Kann Spuren von Schalenfrüchten (keine Erdnüsse) enthalten.",tree_nut,tree_nut,,,,,,tree_nut,tree_nut
3502110009449,Orangensaft,en,,,"orange juice,",,,,,,,,,
8721800402055,Leerdammer original 8 tranches 200g,fr,,,"LAIT pasteurisé, sel, ferments LACTIQUES, enzyme coagulante microbienne",milk,,,,,,,milk,
3165950211726,Filet de maquereaux au naturel,fr,,,"Filets de maquereaux, eau, sel",fish,,,,,,,fish,
3073781131888,verse smeltkaas,en,,,"pasteurized fresh milk 53% (origin: france), cream 32% (origin: france), water, milk proteins, milk mineral concentrate, lactic ferments, salt,",milk,,,,,,,milk,
41498239541,"Brown Rice Crackers, Wasabi",en,,,"Organic brown rice, organic sesame seed, organic white rice, organic wasabi type seasoning (organic maltodextrin, sea salt, natural flavor, organic rice concentrate [anti-caking]), organic sunflower oil.",sesame,,,,,,,sesame,
6111162000839,Confiture de fraise,fr,,,"Fraises, sucre.",,,,,,,,,
3380380047749,Tartines craquantes au sarrasin,fr,,,"Farine de sarrasin (97,6%), sucre de canne complet (-2%), sel marin.",,,,,,,,,
6111246721261,Fromage Blanc Nature,fr,,,"Lait de vache pasteurisé, Protéines de lait de vache, Crème de lait de vache, Ferment lactique, Amidon, Epaississant, Sorbate de potassium",milk,milk,,,,,,milk,milk
6111242100985,,ar,,,"lait ecremé, créme, ferments lactiques. Matière grasse: 6% Poids net:90g",milk,,,,,,,milk,
5601009974337,Iogurte Morango Banana,pt,,,"_Leite_ pasteurizado desnatado, _leite_ pasteurizado, açucar, sumo de morango reconstituído e polpa de morango, polpa de banana, _leite_ em pó magro, dextrose, aroma banana, aroma morango, corantes da fruta (antocianinas, beta-caroteno), amido de milho, espessantes (pectina amidada, goma xantana), fermentos lácticos, regulador de acidez (citrato trissódico), conservante da fruta (sorbato de potássio).",milk,,,,,,,milk,
3017620425035,Nutella,fr,,,"Sucre, huile de palme, NOISETTES 13%, LAIT écrémé en poudre 8,7%, cacao maigre 7,4%, émulsifiants: lécithines [SOJA]; vanilline. Sans gluten","milk, soy, tree_nut",,,,,,,"milk, soy, tree_nut",
3560070614202,Copos de Avena Integral,en,,,"100% wholegrain oat flakes,",wheat_gluten,,,,,,,wheat_gluten,
3451790439506,Elle & vire creme fraiche epaisse legere 12%mg poche 328g,fr,,,"CREME légère de Normandie, fécule, ferments lactiques.",milk,,,,,,,milk,
6111032009146,Actimel,fr,,,"Lait écrémé, poudre de lait écrémé, sucre, lactose alimentaire, crème, beurre, épaississant (amidon), arômes, ferments lactiques (Lactobacillus Casei, ferments lactiques du yaourt), minéraux (Fer et Zinc), vitamines (B6 et D3). M.G.: 1,8%.",milk,,,,,,,milk,
3564707117203,Lait Amande calcium,fr,,,"Eau, amande** 2,8 %, amidon de manioc**, algue Lithothamnium calcareum, arôme naturel, épaississant : farine de graines de caroube**, sel.
**Ingrédients issus de l'agriculture biologique.",tree_nut,,,,,,,tree_nut,
5411188128311,Coco Sans Sucres,fr,,,"Eau, lait de coco (14,1%) (eau, crème de noix de coco (5,3%), eau de noix de coco (2,6%)), calcium (phosphate tricalcique), arôme naturel de noix de coco, stabilisants (gomme guar, gomme xanthane, gomme gellane), sel marin, vitamines B12, D2.",,tree_nut,,,,,,,tree_nut
3154230809869,Jambon à l'étouffée sans nitrite,fr,,,"Jambon frais de porc, Sel, Arômes naturels (présence naturelle de polyphénols), Bouillon (eau, gras et couenne de porc, os de porc, sel, extraits de carotte et d'oignon, épices et plantes aromatiques), Sucre, Chlorure de potassium, Antioxydant: Acide ascorbique, Vinaigre en poudre.",,,,,,,,,
3019081238643,Sardines Huile d'Olive Vierge Extra,fr,,,"_Sardines_, huile d'olive vierge extra, sel",fish,,,,,,,fish,
3175681280502,Le petit Gerblé nature,fr,,,"Farines (blé 36,9%, blé complet 18,5%), sucre de canne roux, huile de colza, flocons de blé complet 11,8%, germe de blé 10,2%, jus concentré de citron, poudre à lever : carbonates de sodium.",wheat_gluten,,,,,,,wheat_gluten,
3292070005161,Houmous extra - Pois chiches français & graines de sésame,fr,,,"pois chiches 48% - eau - huile de colza - pâte de graines de sésame 11% - graines de sésame 1,2% - sel - jus de citron concentré - conservateur: E202. Traces éventuelles de: céréales contenant du gluten, crustacés, oeufs, poissons, soja, lait, moutarde et mollusques.",sesame,"egg, fish, milk, shellfish, soy, wheat_gluten",,,,,,sesame,"egg, fish, milk, shellfish, soy, wheat_gluten"
34000214655,Dipped pretzels,en,,,"farine de blé enrichie (farine, sulfate ferreux [fer], vitamines b3-b1-b2 b9), sucre, huiles végétales (palme, karité, tou mesol, palmiste, colza, carthame), lait écrémé, extrait sec de sirop de maïs, lactose (lait), 2% ou moins de: cacao alcalisé, sel, isoglucose, tapioca, malt, régulateur d'acidité e500ii, farine de maïs, lecithine de soja e322, levure, dextrose, arôme artificiel de vanilline, antioxydant e 307 (vitamine e), conservateur e319, émulsifiant. fabriqué sur un équipement qui traite également des cacahuètes. contient des ogm. od",milk,,,,,,,milk,
6111252420059,Pepsi 2L,fr,,,"eau gazeifiée, sucre, édulcorants, acidulants (acide phosphorique, acide citrique), arômes naturels, conservateur (sorbate de potassium), caféine, émulsifiant (gomme arabique)",,,,,,,,,
6111162000181,Joly Thon Entier,fr,,,"Thon, huile végétale, sel.",fish,,,,,,,fish,
4056489346364,Coconut And Rice Milk,en,,,"water, 5.3% coconut milk (coconut cream, water), 3.3% rice, sea salt, natural coconut flavor, stabilizers: guar gum, gellan gum, xanthan gum,",,tree_nut,,,,,,,tree_nut
8445290133403,Nesquik,fr,,,"Sucre, cacao maigre en poudre* (23%), émulsifiant : lécithine de SOJA, sel, vitamines (C, D), arôme naturel, cannelle. *Bilan massique certifié Rainforest Alliance www.ra.org/fr",soy,,,,,,,soy,
6111035000058,Eau minérale naturelle,en,,,100% mineral water,,,,,,,,,
3760091724632,Chocolat noir PEROU GRAND CRU AMAZONAS 70%,fr,,,"Pâte de cacao°* du Pérou 65%, sucre de canne°*, beurre de cacao°*. Cacao: 70% minimum dans le chocolat.",,"milk, sesame, tree_nut, wheat_gluten",,,,,,,"milk, sesame, tree_nut, wheat_gluten"
6111099000247,Hule D'olive,fr,,,Huiled'olive vierge,,tree_nut,,,,,,,tree_nut
3270190025337,Lait demi-écrémé Stérilisé UHT,fr,,,_Lait_ demi-écrémé,milk,,,,,,,milk,
6111184000701,Star moutarde 200 g,fr,,,"water, sesame seeds, salt, citric acid",sesame,,,,,,,sesame,
3033492056603,SKYR,en,,,"LAIT écrémé, ferments lactiques (LAIT)",milk,,,,,,,milk,
3046920029759,Excellence Noir Prodigieux 90% Cacao,fr,,,"Pâte de cacao, beurre de cacao, cacao maigre, sucre, vanille.",,tree_nut,,,,,,,tree_nut
6111242101272,Muscly la force pour grandir,fr,,,"Lait frais, crème, sucre, ferments lactiques, arôme fraise, colorant naturel. Matière grasse: 7,5%",milk,,,,,,,milk,
3228857002344,Pain de mie american sandwich complet sans sucres ajoutés 600g,fr,,,"Farine complète de BLÉ 39,3%, eau, farine de BLÉ 26,7%, huile de colza, fibre de chicorée, arôme (contient alcool), sel, vinaigre, farine de SEIGLE maltée, levure, gluten de BLÉ, levure désactivée, extrait d'acérola. Peut contenir des traces d'OEUFS, SOJA, LAIT, FRUITS À COQUE et GRAINES DE SÉSAME.",wheat_gluten,"egg, milk, sesame, soy, tree_nut",,,,,,wheat_gluten,"egg, milk, sesame, soy, tree_nut"
6111031005033,Tagger,en,,,"Sucre, Huiles Végétales Non-Hydrogénées (Palme, Palmiste), Farine De Blé, Cacao Maigre en Poudre, Lactosérum En Poudre, Emulsifiant (Lécithine De Soja), Poudre A Lever (Bicarbonate De Sodium), Sel. CONTIENT LAIT, BLE (GLUTEN),SOJA","milk, soy, wheat_gluten",,,,,,,"milk, soy, wheat_gluten",
3175680011480,Sésame,fr,,,"Farine de blé 57%, sucre de canne roux, huile de colza, sésame toasté 10,6%, germe de blé 5,4%, farine complète de blé 5,4%, arôme naturel, magnésium, émulsifiant : lécithines, poudres à lever (tartrates de potassium, carbonates de sodium, carbonates d'ammonium), sel de mer, amidon de blé, vitamines (E, PP, B6, B1, B9).

Fabriqué dans un atelier qui utilise des fruits à coque, du lait, du lupin, de la moutarde, des oeufs et du soja","sesame, wheat_gluten","egg, milk, soy, tree_nut",,,,,,"sesame, wheat_gluten","egg, milk, soy, tree_nut"
6111266962187,Lait de la ferme jaouda,fr,,,Lait frais pasteurisé demi écrémé à 15g/l de matière grasse,milk,,,,,,,milk,
3265474000018,Huile Isio 4,fr,,,"Huile de colza 47%, huile de tournesol 43%, Oléisol (huile de tournesol à haute teneur en acide oléique) 5%, huile de lin 5%, arôme naturel de coriandre, vitamine D",,,,,,,,,
8720182557452,Moutarde à l’ancienne,fr,,,"Vinaigre d'alcool, graines de MOUTARDE, eau, sel, sucre, arôme naturel, acidifiant : acide lactique, conservateur : DISULFITE de potassium.",,,,,,,,,
3073781192186,La vache qui rit,fr,,,"LAIT écrémé réhydraté (origine : France), FROMAGES, BEURRE, protéines de LAIT, sel de fonte : polyphosphates, calcium, concentré de minéraux du LAIT, concentré lactique LAITIER.",milk,,,,,,,milk,
4056489491217,Skyr,fr,,,"Lait écrémé, ferments lactiques, enzyme coagulante d’origine microbienne selon approvisionnement",milk,,,,,,,milk,
6111242103528,Croissance réduit en sucre,fr,,,"Lait partiellement écrémé, lactose, huiles végétales non hydrogénées (colza, tournesol), malto dextrines, saccharose, lécithine de tournesol, vitamines : (A, B1, B2, B5, B6, B8, B9, B12, C, D3, E, K1, PP, taurines), sels minéraux : (citrate de calcium, citrate de magnésium, sulfates de fer, de zinc, de cuivre et de manganèse, iodure de potassium, sélénite de sodium).",milk,,,,,,,milk,
7622210584724,Dark chocolate,fr,,,"pâte de cacao*, beurre de cacao*, cacao maigre en poudre*, sucre de canne*, extrait de vanille*, * ingrédients issus de l'agriculture biologique",,"milk, tree_nut",,,,,,,"milk, tree_nut"
6111180007650,Cacao,fr,,,Poudre de Cacao,,tree_nut,,,,,,,tree_nut
5060088700112,Protein Bars Cocoa Hazelnut,en,,,"Dates (38%), Peanuts (35%), Chicory fibre (10%), Peanut flour (8%), Hazelnuts (5%), Fat-reduced cocoa powder (3%), natural flavouring.","peanut, tree_nut","soy, tree_nut",,,,,,"peanut, tree_nut","soy, tree_nut"
6111242100206,Le nature,fr,,,"lait frais entier, poudre de lait écrémé, amidon, ferment lactique sélectionné",milk,milk,,,,,,milk,milk
20022471,Čokoláda na vaření,en,,,"sugar, cocoa mass, cocoa butter, emulsifier: lecithins, vanilla extract,",,"milk, peanut, soy, tree_nut, wheat_gluten",,,,,,,"milk, peanut, soy, tree_nut, wheat_gluten"
3564707105675,Boisson avoine,fr,,,"Eau, avoine* 11 %, huile de tournesol*, sel.

*Ingrédients issus de l'agriculture biologique.",wheat_gluten,,,,,,,wheat_gluten,
3600900021050,Tipiak Graine Parfumé,fr,,,"Semoule de blé dur précuite (gluten) (93%), épices (dont céleri) (1,8%), sel, arômes naturels, poivron rouge déshydraté, huile de tournesol, graines de cumin, oignon en poudre, ail en poudre, tomate en poudre.",wheat_gluten,"egg, fish, milk, peanut, sesame, shellfish, soy, tree_nut",,,,,,wheat_gluten,"egg, fish, milk, peanut, sesame, shellfish, soy, tree_nut"
6111260230619,Tranches Au Goût Cheddar,ar,,,Valeurs nutritionnelles Valeurs moyennes pour 100g القيمة الغذئية. بروتين / Proteines الدهون / Lipides كربوهيدرات / Glucides كيلو كالوري / Kcal 9 Num d'ag 111260 القيمة لكل 100غ و10 غ 219غ 230619 رقم: 1217-LPLS 7g 285 RI,,,,,,,,,
3272770016131,Chavroux Pur Chèvre,fr,,,"Lait de chèvre, crème de chèvre , sel, arôme naturel de chèvre.",milk,milk,,,,,,milk,milk
3336972109104,Chips de lentilles saveur oignons caramelisés,fr,,,"Farine de lentilles (36%), huiles végétales (tournesol, colza), farine de riz, farine de maïs, amidons, oignons, sel, sucre, arôme naturel, poivre vert, régulateur d'acidité (acide citrique, acide lactique) chlorure de potassium.",,"milk, peanut, soy, wheat_gluten",,,,,,,"milk, peanut, soy, wheat_gluten"
8480017245670,Cóctel de encurtidos,es,,,"agua, aceitunas verdes, hortalizas en
proporción variable (pepinillo, cebollita, ,zanahoria) (contiere
sulfitos), sal, vinagre de alcohol, potenciadores del sabor
(glutamato de monosodio, 5-ribonucleótidos de disodiol
acidulante (ácido citrico), , antioxidante (ácido
Puede contener trazas de leche, crustáceos, pescado y
frutos de cáscara, mostaza.",,"milk, shellfish",,,,,,,"milk, shellfish"
3088542500285,Sirop d'érable,fr,,,sirop d'érable.,,,,,,,,,
6111101001361,Asta,en,,,r•ee z=CagStzaca - TéL: OS 22 621212,,,,,,,,,
5000295157873,Utterly Butterly,en,,,"Water, Vegetable Oils in varying proportions (Rapeseed, Sustainable Palim, Sunflower), Buttermilk, Salt, Emulsifiers (E471, Lecithins), Preservative (Potassium Sorbate), Acid (Lactic Acid), Colours (Curcumin, Annatto Bixin), Flavouring.",milk,,,,,,,milk,
3380380046940,Tartines Craquantes Sarrasin,fr,,,Farine de sarrasin*. *issue de l'agriculture biologique.,,,,,,,,,
5449000133328,Cocacola zero sugar,fr,,,"Eau gazéifiée, colorant E150d, acidifiants , acide phosphorique, citrate de sodium, édulcorants , aspartame, acésulfame-K, arômes naturels (extraits végétaux), dont caféine, Contient une source de phénylalanine,",,,,,,,,,
6111037000506,Margarine patissière,fr,,,"Huiles et graisses 100% végétales, eau, sucre, émulsifiants: mono-diglycérides végétales et lécithine de soja, sel (0,3%), amidon, conservateur: sorbate de potassium, acidifiant: acide citrique, arôme, antioxydant (E321), colorant: béta-carotène. Conserver au frais et au sec. 208 208 208208208 20g 20g og 20g 20g 20g 137 2000506 شارع ROC",soy,,,,,,,soy,
6111126005580,Chergui Lait,fr,,,Lait frais pasteurisé demi écrémé,milk,,,,,,,milk,
3229820021027,P'tit Nature Complet,fr,,,"Farine complète de blé* 76,8%, Sucre de canne* roux, Huile de colza*, Amidon de blé*, Poudre à lever (carbonates d'ammonium), Sel marin, Arôme naturel de vanille, Antioxydant (extraits de romarin).",wheat_gluten,"egg, milk, sesame, soy",,,,,,wheat_gluten,"egg, milk, sesame, soy"
6111259093102,Cheeslé Blanc nature,fr,,,Fromage blanc ; Protéine du lait ; Poudre de lait écrémé ; Huile végétale ; Amidon modifié ; Acide citrique ; Conservateur (E202).,milk,,,,,,,milk,
7613039490266,Nesquik,en,,,"sugar, natural defatted cocoa powder 23%, emulsifier (soy lecithin), salt, vitamins (c, d), natural aroma, cinnamon,",soy,,,,,,,soy,
3664346305983,Poulain,en,,,"sugar, lean cocoa (11 % cocoa butter) powder, aroma,",,"milk, soy",,,,,,,"milk, soy"
3046920028363,Excellence 85% Cacao Rich Dark,nl,,,"Cacaomassa, magere cacao, cacaoboter, bruine suiker, vanille.",,"milk, sesame, soy, tree_nut",,,,,,,"milk, sesame, soy, tree_nut"
5449000206770,Eau de table,fr,,,Eau de Table,,tree_nut,,,,,,,tree_nut
3228857001118,Pain 100% mie nature sans sucre ajouté,fr,,,"Farine de blé 58,5%, eau, farine complète de blé 5,8%, huile de colza, fibre de chicorée, arôme (contient alcool), sel, vinaigre, levure, farine de fèves, extrait d'acérola. peut contenir des traces d'oeufs, soja, lait, fruits a coque, graines de sésame.",wheat_gluten,"egg, milk, sesame, soy, tree_nut",,,,,,wheat_gluten,"egg, milk, sesame, soy, tree_nut"
6111248360376,Eau mineral 33cl aman,fr,,,water,,,,,,,,,
6111035502828,Eau minéral naturelle,fr,,,Aïn Atlas EAU MINERALE NATURELLE $5 VOTRE CAFÉ POUR ACCOMPAGNER An Atlas,,,,,,,,,
3760324300015,2 Steaks végétaux et gourmands,en,,,"rehydrated textured pea protein (water, pea protein (9,5%), pea extract), water, sunflower oil, faba bean protein (2,5%), pea protein (2%), potato starch, plant fiber (bamboo, plantain, potato), natural flavors, salt, beet juice concentrate, barley malt extract, maltodextrin, acidity regulators: buffered vinegar and citric acid,  antioxidant: rosemary extract, stabilizer: methylcellulose",wheat_gluten,"sesame, soy, wheat_gluten",,,,,,wheat_gluten,"sesame, soy, wheat_gluten"
5050665024519,Oven Roasted Garlic & Onion Pasta Sauce,en,,,"Tomatoes (90%)(Puree, Chopped), Onion (44%), Roasted Garlic (2%), Sugar, Salt, Herbs, Spices, Food Acid (Citric), Spice.",,"egg, fish, milk, peanut, sesame, shellfish, soy, tree_nut",,,,,,,"egg, fish, milk, peanut, sesame, shellfish, soy, tree_nut"
8076809573252,Baiocchi nocciola 260g,fr,,,"Biscuit: Farine de BLÉ 51,6%*, sucre, huile de tournesol, OEUFS, LAIT en poudre écrémé, LAIT entier pasteurisé, sel, poudres à lever (carbonate acide de sodium, tartrate monopotassique, carbonate acide d'ammonium), amidon de BLÉ, arôme. Fourrage aux NOISETTES et au cacao 28%*: sucre, graisses et huiles végétales (karité, tournesol), NOISETTES 7,1%*, cacao 2,6%*, LAIT en poudre écrémé, amidon de BLÉ, arôme. *% exprimé sur le produit fini. Peut contenir des traces d'autres FRUITS A COQUE, MOUTARDE et SOJA.","egg, milk, tree_nut, wheat_gluten","peanut, sesame, soy, tree_nut",,,,,,"egg, milk, tree_nut, wheat_gluten","peanut, sesame, soy, tree_nut"
3033710065967,NESQUIK Cacao,fr,,,"Sucre, cacao maigre en poudre 23%*, émulsifiant : lécithine de SOJA, sel, vitamines : C, D, arôme naturel, cannelle. *Bilan massique certifié Rainforest Alliance www.ra.org/fr",soy,,,,,,,soy,
8000500082379,Nutella,en,,,"sugar, palm oil,  hazelnuts  (13%), skimmed  milk  powder (8,7 %), lean cocoa (7,4 %), emulsifier: lecithins ( soya ), vanillin,","milk, soy, tree_nut",,,,,,,"milk, soy, tree_nut",
3760091722508,Chocolat noir 85% Madagascar,fr,,,"Pâte de cacao de Madagascar 75%, sucre de canne, beurre de cacao 10%",,"milk, sesame, tree_nut, wheat_gluten",,,,,,,"milk, sesame, tree_nut, wheat_gluten"
6111242104556,Leben,fr,,,"Lait frais partiellement écrémé, ferments lactiques sélectionnés Matière grasse: 25g/L",milk,,,,,,,milk,
3497917002451,La Chips de Sarrasin au Sel de Guérande,fr,,,"Farine de sarrasin (France) (60,9%), huile de tournesol (38%), sel de Guérande (1,1%).",,"egg, milk, wheat_gluten",,,,,,,"egg, milk, wheat_gluten"
90375323,Coca cola zero,it,,,"Acqua, anidride carbonica, colorante E 150d, edulcoranti ciclammato di sodio, acesulfame K e aspartame, acidificante acido fosforico, aromi naturali, aroma caffeina, correttore di acidità citrato trisodico. Contiene una fonte di fenilalanina. Prodotta Su autorizzazione della The Coca-Cola Company da Coca-Cola HBC",,,,,,,,,
3273220080108,soja nature sans sucre,fr,,,Jus de soja 100%.,soy,,,,,,,soy,
749826000008,POPPED CRISPS Sour Cream & Onion,en,,,"Pea Protein, Lentil Flour, Potato Starch, Rice Flour, Sunflower Oil, Whey, Pea Protein, Onion Powder, Salt, Natural Flavor, Sugar, Sour Cream, Cream Solids, Cultured Non-Fat Milk, Yeast Extract, Garlic Powder, Spices, Citric Acid, Lactic Acid",milk,,,,,,,milk,
7613036012249,NESQUIK Poudre Cacaotée boîte 500g,fr,,,"Sucre, cacao maigre en poudre 23%*, émulsifiant : lécithine de SOJA, sel, vitamines : C, D, arôme naturel, cannelle. *Bilan massique certifié Rainforest Alliance www.ra.org/fr",soy,,,,,,,soy,
6111099000599,Huile de table,fr,,,"Huiles végétales (Soja), Vitamine A, Vitamine D3",soy,,,,,,,soy,
6111032002963,asiri fraise,fr,,,"حليب کامل دسم، حليب بدون قشدة، سگر، مستحضرات الفواکه، مخثرات نشويات(، منظم الحموضة )حمض الستريك(، نكهة، خمائر حليبية,  ليوغورته ملون طبيعي أحمركارمين.",,,,,,,,,
3760324300145,Suprêmes panés végétaux et gourmands,fr,,,"Eau, farine de blé, protéine de blé, huile de colza, huile de tournesol, fibres de bambou, stabilisant : méthylcellulose, fibre de pois, fibre de plantain, levure, vinaigre, arômes naturels, sel, antioxydant : extrait de romarin. Ce produit peut contenir des traces de : céréales contenant du gluten, lait, sésame, soja.",wheat_gluten,"milk, sesame, soy, wheat_gluten",,,,,,wheat_gluten,"milk, sesame, soy, wheat_gluten"
5059319023762,Miel Pops,fr,,,"Farine de maïs (80%), sucre, sirop de glucose, fibre de maïs, miel (2%), extrait de malt d'orge, sel, arôme naturel, niacine, fer, vitamine B6, riboflavine, thiamine, acide folique, vitamine D, vitamine B12, colorant (caroténoïdes).",wheat_gluten,,,,,,,wheat_gluten,
6111184001562,Sel de table iodé,fr,,,"Sel, iodate de potassium et anti-agglomérants",,,,,,,,,
